country_iso3code,year,indicator_code,indicator_value
MNG,2023,SP.POP.TOTL,3481145.0
MNG,2022,SP.POP.TOTL,3433748.0
MNG,2021,SP.POP.TOTL,3383741.0
MNG,2020,SP.POP.TOTL,3327204.0
MNP,2022,NY.GDP.MKTP.CD,1096000000.0
MNP,2021,NY.GDP.MKTP.CD,914000000.0
MNP,2020,NY.GDP.MKTP.CD,866000000.0
MNP,2023,SP.POP.TOTL,45143.0
MNP,2022,SP.POP.TOTL,46078.0
MNP,2021,SP.POP.TOTL,46979.0
MNP,2020,SP.POP.TOTL,47528.0
MOZ,2023,NY.GDP.MKTP.CD,20954220983.5473
MOZ,2022,NY.GDP.MKTP.CD,18883528581.3734
MOZ,2021,NY.GDP.MKTP.CD,16168055475.4449
MOZ,2020,NY.GDP.MKTP.CD,14235420174.1884
MOZ,2023,SP.POP.TOTL,33635160.0
MOZ,2022,SP.POP.TOTL,32656246.0
MOZ,2021,SP.POP.TOTL,31707800.0
MOZ,2020,SP.POP.TOTL,30783688.0
MRT,2023,NY.GDP.MKTP.CD,10651709411.4594
MRT,2022,NY.GDP.MKTP.CD,9557966698.25369
MRT,2021,NY.GDP.MKTP.CD,9222536364.01272
MRT,2020,NY.GDP.MKTP.CD,8260752385.23089
MRT,2023,SP.POP.TOTL,5022441.0
MRT,2022,SP.POP.TOTL,4875637.0
MRT,2021,SP.POP.TOTL,4734874.0
MRT,2020,SP.POP.TOTL,4600131.0
MUS,2023,NY.GDP.MKTP.CD,14644524819.0054
MUS,2022,NY.GDP.MKTP.CD,12927979286.0453
MUS,2021,NY.GDP.MKTP.CD,11484348857.8529
MUS,2020,NY.GDP.MKTP.CD,11408106446.3144
MUS,2023,SP.POP.TOTL,1261041.0
MUS,2022,SP.POP.TOTL,1262523.0
MUS,2021,SP.POP.TOTL,1266334.0
MUS,2020,SP.POP.TOTL,1266014.0
MWI,2023,NY.GDP.MKTP.CD,12712150082.0792
MWI,2022,NY.GDP.MKTP.CD,12429060150.742
MWI,2021,NY.GDP.MKTP.CD,12378129750.9872
MWI,2020,NY.GDP.MKTP.CD,11769313597.8545
MWI,2023,SP.POP.TOTL,21104482.0
MWI,2022,SP.POP.TOTL,20568728.0
MWI,2021,SP.POP.TOTL,20047258.0
MWI,2020,SP.POP.TOTL,19533888.0
MYS,2023,NY.GDP.MKTP.CD,399705169318.477
MYS,2022,NY.GDP.MKTP.CD,407605841348.235
MYS,2021,NY.GDP.MKTP.CD,373784823672.946
MYS,2020,NY.GDP.MKTP.CD,337456163961.211
MYS,2023,SP.POP.TOTL,35126298.0
MYS,2022,SP.POP.TOTL,34695493.0
MYS,2021,SP.POP.TOTL,34282399.0
MYS,2020,SP.POP.TOTL,33889558.0
NAM,2023,NY.GDP.MKTP.CD,12351025066.9131
NAM,2022,NY.GDP.MKTP.CD,12567271004.6761
NAM,2021,NY.GDP.MKTP.CD,12402486183.6396
NAM,2020,NY.GDP.MKTP.CD,10583748541.5258
NAM,2023,SP.POP.TOTL,2963095.0
NAM,2022,SP.POP.TOTL,2889662.0
NAM,2021,SP.POP.TOTL,2810548.0
NAM,2020,SP.POP.TOTL,2728762.0
NCL,2022,NY.GDP.MKTP.CD,9623318718.31459
NCL,2021,NY.GDP.MKTP.CD,10071349663.8484
NCL,2020,NY.GDP.MKTP.CD,9454629467.91408
NCL,2023,SP.POP.TOTL,289870.0
NCL,2022,SP.POP.TOTL,287123.0
NCL,2021,SP.POP.TOTL,285214.0
NCL,2020,SP.POP.TOTL,284176.0
NER,2023,NY.GDP.MKTP.CD,16819170420.5653
NER,2022,NY.GDP.MKTP.CD,15433852712.2963
NER,2021,NY.GDP.MKTP.CD,14915002436.069
NER,2020,NY.GDP.MKTP.CD,13744653103.058
NER,2023,SP.POP.TOTL,26159867.0
NER,2022,SP.POP.TOTL,25311973.0
NER,2021,SP.POP.TOTL,24502140.0
NER,2020,SP.POP.TOTL,23717613.0
NGA,2023,NY.GDP.MKTP.CD,363846332834.618
NGA,2022,NY.GDP.MKTP.CD,477403400101.174
NGA,2021,NY.GDP.MKTP.CD,440833635873.827
NGA,2020,NY.GDP.MKTP.CD,432198898467.795
NGA,2023,SP.POP.TOTL,227882945.0
NGA,2022,SP.POP.TOTL,223150896.0
NGA,2021,SP.POP.TOTL,218529286.0
NGA,2020,SP.POP.TOTL,213996181.0
NIC,2023,NY.GDP.MKTP.CD,17829218219.3591
NIC,2022,NY.GDP.MKTP.CD,15649897116.8965
NIC,2021,NY.GDP.MKTP.CD,14144060853.1362
NIC,2020,NY.GDP.MKTP.CD,12681569254.2815
NIC,2023,SP.POP.TOTL,6823613.0
NIC,2022,SP.POP.TOTL,6730654.0
NIC,2021,SP.POP.TOTL,6644741.0
NIC,2020,SP.POP.TOTL,6565267.0
NLD,2023,NY.GDP.MKTP.CD,1154361305398.06
NLD,2022,NY.GDP.MKTP.CD,1046540797548.64
NLD,2021,NY.GDP.MKTP.CD,1054472123449.6
NLD,2020,NY.GDP.MKTP.CD,932560861701.17
NLD,2023,SP.POP.TOTL,17877117.0
NLD,2022,SP.POP.TOTL,17700982.0
NLD,2021,SP.POP.TOTL,17533044.0
NLD,2020,SP.POP.TOTL,17441500.0
NOR,2023,NY.GDP.MKTP.CD,485310823603.662
NOR,2022,NY.GDP.MKTP.CD,593726965415.619
NOR,2021,NY.GDP.MKTP.CD,503367986030.268
NOR,2020,NY.GDP.MKTP.CD,367633418886.627
NOR,2023,SP.POP.TOTL,5519594.0
NOR,2022,SP.POP.TOTL,5457127.0
NOR,2021,SP.POP.TOTL,5408320.0
NOR,2020,SP.POP.TOTL,5379475.0
NPL,2023,NY.GDP.MKTP.CD,40908073366.8455
NPL,2022,NY.GDP.MKTP.CD,41182939600.67
NPL,2021,NY.GDP.MKTP.CD,36924841394.2605
NPL,2020,NY.GDP.MKTP.CD,33433659301.2466
NPL,2023,SP.POP.TOTL,29694614.0
NPL,2022,SP.POP.TOTL,29715436.0
NPL,2021,SP.POP.TOTL,29475010.0
NPL,2020,SP.POP.TOTL,28966574.0
NRU,2023,NY.GDP.MKTP.CD,154170289.321861
NRU,2022,NY.GDP.MKTP.CD,156803087.302496
NRU,2021,NY.GDP.MKTP.CD,175513984.500084
NRU,2020,NY.GDP.MKTP.CD,124530027.301054
NRU,2023,SP.POP.TOTL,11875.0
NRU,2022,SP.POP.TOTL,11801.0
NRU,2021,SP.POP.TOTL,11709.0
NRU,2020,SP.POP.TOTL,11643.0
NZL,2023,NY.GDP.MKTP.CD,252175506110.168
NZL,2022,NY.GDP.MKTP.CD,246733522841.353
NZL,2021,NY.GDP.MKTP.CD,253644079784.977
NZL,2020,NY.GDP.MKTP.CD,212697530897.56
NZL,2023,SP.POP.TOTL,5223100.0
NZL,2022,SP.POP.TOTL,5117200.0
NZL,2021,SP.POP.TOTL,5111300.0
NZL,2020,SP.POP.TOTL,5090200.0
OMN,2023,NY.GDP.MKTP.CD,108810923276.983
OMN,2022,NY.GDP.MKTP.CD,111943823146.944
OMN,2021,NY.GDP.MKTP.CD,87323797139.1417
OMN,2020,NY.GDP.MKTP.CD,75909492847.8544
OMN,2023,SP.POP.TOTL,5049269.0
OMN,2022,SP.POP.TOTL,4730226.0
OMN,2021,SP.POP.TOTL,4500424.0
OMN,2020,SP.POP.TOTL,4522497.0
PAK,2023,NY.GDP.MKTP.CD,337912301397.727
PAK,2022,NY.GDP.MKTP.CD,374890295666.694
PAK,2021,NY.GDP.MKTP.CD,348516647445.148
PAK,2020,NY.GDP.MKTP.CD,300425609817.981
PAK,2023,SP.POP.TOTL,247504495.0
PAK,2022,SP.POP.TOTL,243700667.0
PAK,2021,SP.POP.TOTL,239477801.0
PAK,2020,SP.POP.TOTL,235001746.0
PAN,2023,NY.GDP.MKTP.CD,83318176900.0
PAN,2022,NY.GDP.MKTP.CD,76276116700.0
PAN,2021,NY.GDP.MKTP.CD,67396392500.0
PAN,2020,NY.GDP.MKTP.CD,57059846500.0
PAN,2023,SP.POP.TOTL,4458759.0
PAN,2022,SP.POP.TOTL,4400773.0
PAN,2021,SP.POP.TOTL,4345405.0
PAN,2020,SP.POP.TOTL,4293261.0
PER,2023,NY.GDP.MKTP.CD,267603248655.253
PER,2022,NY.GDP.MKTP.CD,246488757636.211
PER,2021,NY.GDP.MKTP.CD,226354278280.885
PER,2020,NY.GDP.MKTP.CD,201409694755.934
PER,2023,SP.POP.TOTL,33845617.0
PER,2022,SP.POP.TOTL,33475438.0
PER,2021,SP.POP.TOTL,33155882.0
PER,2020,SP.POP.TOTL,32838579.0
PHL,2023,NY.GDP.MKTP.CD,437146372729.942
PHL,2022,NY.GDP.MKTP.CD,404353369604.631
PHL,2021,NY.GDP.MKTP.CD,394087359848.11
PHL,2020,NY.GDP.MKTP.CD,361751145451.597
PHL,2023,SP.POP.TOTL,114891199.0
PHL,2022,SP.POP.TOTL,113964338.0
PHL,2021,SP.POP.TOTL,113100950.0
PHL,2020,SP.POP.TOTL,112081264.0
PLW,2023,NY.GDP.MKTP.CD,281849062.5
PLW,2022,NY.GDP.MKTP.CD,255591062.5
PLW,2021,NY.GDP.MKTP.CD,235752906.25
PLW,2020,NY.GDP.MKTP.CD,258990843.75
PLW,2023,SP.POP.TOTL,17727.0
PLW,2022,SP.POP.TOTL,17759.0
PLW,2021,SP.POP.TOTL,17783.0
PLW,2020,SP.POP.TOTL,17792.0
PNG,2023,NY.GDP.MKTP.CD,30729242919.4411
PNG,2022,NY.GDP.MKTP.CD,31647277767.3976
PNG,2021,NY.GDP.MKTP.CD,26109413522.3081
PNG,2020,NY.GDP.MKTP.CD,23848447849.7467
PNG,2023,SP.POP.TOTL,10389635.0
PNG,2022,SP.POP.TOTL,10203169.0
PNG,2021,SP.POP.TOTL,10012896.0
PNG,2020,SP.POP.TOTL,9815746.0
POL,2023,NY.GDP.MKTP.CD,809200697797.088
POL,2022,NY.GDP.MKTP.CD,695607470875.276
POL,2021,NY.GDP.MKTP.CD,689170230665.35
POL,2020,NY.GDP.MKTP.CD,605914237903.742
POL,2023,SP.POP.TOTL,36687353.0
POL,2022,SP.POP.TOTL,36821749.0
POL,2021,SP.POP.TOTL,36981559.0
POL,2020,SP.POP.TOTL,37899070.0
PRI,2023,NY.GDP.MKTP.CD,117902300000.0
PRI,2022,NY.GDP.MKTP.CD,113567200000.0
PRI,2021,NY.GDP.MKTP.CD,106426600000.0
PRI,2020,NY.GDP.MKTP.CD,103130900000.0
PRI,2023,SP.POP.TOTL,3205691.0
PRI,2022,SP.POP.TOTL,3220113.0
PRI,2021,SP.POP.TOTL,3262693.0
PRI,2020,SP.POP.TOTL,3281557.0
PRK,2023,SP.POP.TOTL,26418204.0
PRK,2022,SP.POP.TOTL,26328845.0
PRK,2021,SP.POP.TOTL,26232534.0
PRK,2020,SP.POP.TOTL,26136312.0
PRT,2023,NY.GDP.MKTP.CD,289114289663.542
PRT,2022,NY.GDP.MKTP.CD,256898675068.927
PRT,2021,NY.GDP.MKTP.CD,256055879091.139
PRT,2020,NY.GDP.MKTP.CD,229618773422.577
PRT,2023,SP.POP.TOTL,10578174.0
PRT,2022,SP.POP.TOTL,10434332.0
PRT,2021,SP.POP.TOTL,10361831.0
PRT,2020,SP.POP.TOTL,10297081.0
PRY,2023,NY.GDP.MKTP.CD,42956263543.9482
PRY,2022,NY.GDP.MKTP.CD,41952910858.0846
PRY,2021,NY.GDP.MKTP.CD,39950899938.7482
PRY,2020,NY.GDP.MKTP.CD,35432178068.1814
PRY,2023,SP.POP.TOTL,6844146.0
PRY,2022,SP.POP.TOTL,6760464.0
PRY,2021,SP.POP.TOTL,6684182.0
PRY,2020,SP.POP.TOTL,6603739.0
PSE,2023,NY.GDP.MKTP.CD,17420800000.0
PSE,2022,NY.GDP.MKTP.CD,19165500000.0
PSE,2021,NY.GDP.MKTP.CD,18109000000.0
PSE,2020,NY.GDP.MKTP.CD,15531700000.0
PSE,2023,SP.POP.TOTL,5165775.0
PSE,2022,SP.POP.TOTL,5043612.0
PSE,2021,SP.POP.TOTL,4922749.0
PSE,2020,SP.POP.TOTL,4803269.0
PYF,2022,NY.GDP.MKTP.CD,5814661208.90544
PYF,2021,NY.GDP.MKTP.CD,6150640646.38319
PYF,2020,NY.GDP.MKTP.CD,5792545870.80614
PYF,2023,SP.POP.TOTL,281118.0
PYF,2022,SP.POP.TOTL,280378.0
PYF,2021,SP.POP.TOTL,279792.0
PYF,2020,SP.POP.TOTL,279209.0
QAT,2023,NY.GDP.MKTP.CD,213002809330.267
QAT,2022,NY.GDP.MKTP.CD,235709325708.341
QAT,2021,NY.GDP.MKTP.CD,179732009554.846
QAT,2020,NY.GDP.MKTP.CD,144411363345.27
QAT,2023,SP.POP.TOTL,2656032.0
QAT,2022,SP.POP.TOTL,2657333.0
QAT,2021,SP.POP.TOTL,2504910.0
QAT,2020,SP.POP.TOTL,2794148.0
ROU,2023,NY.GDP.MKTP.CD,350775856415.189
ROU,2022,NY.GDP.MKTP.CD,296354358293.475
ROU,2021,NY.GDP.MKTP.CD,286578196368.297
ROU,2020,NY.GDP.MKTP.CD,252033792712.145
ROU,2023,SP.POP.TOTL,19059479.0
ROU,2022,SP.POP.TOTL,19048502.0
ROU,2021,SP.POP.TOTL,19122059.0
ROU,2020,SP.POP.TOTL,19265250.0
RUS,2023,NY.GDP.MKTP.CD,2021421476035.42
RUS,2022,NY.GDP.MKTP.CD,2266029240645.34
RUS,2021,NY.GDP.MKTP.CD,1843392293734.38
RUS,2020,NY.GDP.MKTP.CD,1493075894362.14
RUS,2023,SP.POP.TOTL,143826130.0
RUS,2022,SP.POP.TOTL,144236933.0
RUS,2021,SP.POP.TOTL,144746762.0
RUS,2020,SP.POP.TOTL,145245148.0
RWA,2023,NY.GDP.MKTP.CD,14097768472.1883
RWA,2022,NY.GDP.MKTP.CD,13316160895.0447
RWA,2021,NY.GDP.MKTP.CD,11069280649.6459
RWA,2020,NY.GDP.MKTP.CD,10174387374.3478
RWA,2023,SP.POP.TOTL,13954471.0
RWA,2022,SP.POP.TOTL,13651030.0
RWA,2021,SP.POP.TOTL,13355260.0
RWA,2020,SP.POP.TOTL,13065837.0
SAU,2023,NY.GDP.MKTP.CD,1067582933333.33
SAU,2022,NY.GDP.MKTP.CD,1108571466666.67
SAU,2021,NY.GDP.MKTP.CD,874156000000.0
SAU,2020,NY.GDP.MKTP.CD,734271200000.0
SAU,2023,SP.POP.TOTL,33264292.0
SAU,2022,SP.POP.TOTL,32175224.0
SAU,2021,SP.POP.TOTL,30784383.0
SAU,2020,SP.POP.TOTL,31552510.0
SDN,2023,NY.GDP.MKTP.CD,109265503110.904
SDN,2022,NY.GDP.MKTP.CD,51666875363.0963
SDN,2021,NY.GDP.MKTP.CD,34229513774.9936
SDN,2020,NY.GDP.MKTP.CD,27034593750.0
SDN,2023,SP.POP.TOTL,50042791.0
SDN,2022,SP.POP.TOTL,49383346.0
SDN,2021,SP.POP.TOTL,48066924.0
SDN,2020,SP.POP.TOTL,46789231.0
SEN,2023,NY.GDP.MKTP.CD,30848333083.7055
SEN,2022,NY.GDP.MKTP.CD,27619479059.6131
SEN,2021,NY.GDP.MKTP.CD,27520784129.7508
SEN,2020,NY.GDP.MKTP.CD,24530513037.7518
SEN,2023,SP.POP.TOTL,18077573.0
SEN,2022,SP.POP.TOTL,17651103.0
SEN,2021,SP.POP.TOTL,17220867.0
SEN,2020,SP.POP.TOTL,16789219.0
SGP,2023,NY.GDP.MKTP.CD,501427500080.059
SGP,2022,NY.GDP.MKTP.CD,498474540987.78
SGP,2021,NY.GDP.MKTP.CD,434111559282.849
SGP,2020,NY.GDP.MKTP.CD,349488382610.662
SGP,2023,SP.POP.TOTL,5917648.0
SGP,2022,SP.POP.TOTL,5637022.0
SGP,2021,SP.POP.TOTL,5453566.0
SGP,2020,SP.POP.TOTL,5685807.0
SLB,2023,NY.GDP.MKTP.CD,1633319401.19414
SLB,2022,NY.GDP.MKTP.CD,1566360686.10632
SLB,2021,NY.GDP.MKTP.CD,1522794913.0914
SLB,2020,NY.GDP.MKTP.CD,1536145814.17007
SLB,2023,SP.POP.TOTL,800005.0
SLB,2022,SP.POP.TOTL,781066.0
SLB,2021,SP.POP.TOTL,762591.0
SLB,2020,SP.POP.TOTL,744498.0
SLE,2023,NY.GDP.MKTP.CD,6411869546.28929
SLE,2022,NY.GDP.MKTP.CD,7119137321.90082
SLE,2021,NY.GDP.MKTP.CD,7165214367.64956
SLE,2020,NY.GDP.MKTP.CD,6688594757.62129
SLE,2023,SP.POP.TOTL,8460512.0
SLE,2022,SP.POP.TOTL,8276807.0
SLE,2021,SP.POP.TOTL,8094602.0
SLE,2020,SP.POP.TOTL,7912558.0
SLV,2023,NY.GDP.MKTP.CD,34015620000.0
SLV,2022,NY.GDP.MKTP.CD,31988920000.0
SLV,2021,NY.GDP.MKTP.CD,29043140000.0
SLV,2020,NY.GDP.MKTP.CD,24921190000.0
SLV,2023,SP.POP.TOTL,6309624.0
SLV,2022,SP.POP.TOTL,6280319.0
SLV,2021,SP.POP.TOTL,6255782.0
SLV,2020,SP.POP.TOTL,6234673.0
SMR,2022,NY.GDP.MKTP.CD,1831700577.08904
SMR,2021,NY.GDP.MKTP.CD,1855395999.76534
SMR,2020,NY.GDP.MKTP.CD,1544714493.24409
SMR,2023,SP.POP.TOTL,33860.0
SMR,2022,SP.POP.TOTL,33755.0
SMR,2021,SP.POP.TOTL,34252.0
SMR,2020,SP.POP.TOTL,34770.0
SOM,2023,NY.GDP.MKTP.CD,10968517090.0004
SOM,2022,NY.GDP.MKTP.CD,10202767269.9603
SOM,2021,NY.GDP.MKTP.CD,9483997404.25227
SOM,2020,NY.GDP.MKTP.CD,8628393719.99922
SOM,2023,SP.POP.TOTL,18358615.0
SOM,2022,SP.POP.TOTL,17801897.0
SOM,2021,SP.POP.TOTL,17271431.0
SOM,2020,SP.POP.TOTL,16651191.0
SRB,2023,NY.GDP.MKTP.CD,81342660752.3732
SRB,2022,NY.GDP.MKTP.CD,66797564758.339
SRB,2021,NY.GDP.MKTP.CD,66159884072.5308
SRB,2020,NY.GDP.MKTP.CD,55874017668.998
SRB,2023,SP.POP.TOTL,6623183.0
SRB,2022,SP.POP.TOTL,6664449.0
SRB,2021,SP.POP.TOTL,6834326.0
SRB,2020,SP.POP.TOTL,6899126.0
SSD,2023,SP.POP.TOTL,11483374.0
SSD,2022,SP.POP.TOTL,11021177.0
SSD,2021,SP.POP.TOTL,10865780.0
SSD,2020,SP.POP.TOTL,10698467.0
STP,2023,NY.GDP.MKTP.CD,678976264.835436
STP,2022,NY.GDP.MKTP.CD,540809499.189348
STP,2021,NY.GDP.MKTP.CD,524402455.54816
STP,2020,NY.GDP.MKTP.CD,471229484.607144
STP,2023,SP.POP.TOTL,230871.0
STP,2022,SP.POP.TOTL,226305.0
STP,2021,SP.POP.TOTL,221961.0
STP,2020,SP.POP.TOTL,217435.0
SUR,2023,NY.GDP.MKTP.CD,3455146280.83975
SUR,2022,NY.GDP.MKTP.CD,3791603200.0259
SUR,2021,NY.GDP.MKTP.CD,3107923197.96954
SUR,2020,NY.GDP.MKTP.CD,2911807496.20227
SUR,2023,SP.POP.TOTL,628886.0
SUR,2022,SP.POP.TOTL,623164.0
SUR,2021,SP.POP.TOTL,617896.0
SUR,2020,SP.POP.TOTL,612317.0
SVK,2023,NY.GDP.MKTP.CD,132908336234.295
SVK,2022,NY.GDP.MKTP.CD,115928615553.286
SVK,2021,NY.GDP.MKTP.CD,120592216208.386
SVK,2020,NY.GDP.MKTP.CD,107732602896.441
SVK,2023,SP.POP.TOTL,5426740.0
SVK,2022,SP.POP.TOTL,5431752.0
SVK,2021,SP.POP.TOTL,5447247.0
SVK,2020,SP.POP.TOTL,5458827.0
SVN,2023,NY.GDP.MKTP.CD,69148468417.3208
SVN,2022,NY.GDP.MKTP.CD,59927702746.2843
SVN,2021,NY.GDP.MKTP.CD,61529280461.092
SVN,2020,NY.GDP.MKTP.CD,53384760135.1581
SVN,2023,SP.POP.TOTL,2120461.0
SVN,2022,SP.POP.TOTL,2112076.0
SVN,2021,SP.POP.TOTL,2108079.0
SVN,2020,SP.POP.TOTL,2102419.0
SWE,2023,NY.GDP.MKTP.CD,584960475767.32
SWE,2022,NY.GDP.MKTP.CD,579895717343.956
SWE,2021,NY.GDP.MKTP.CD,637186904843.636
SWE,2020,NY.GDP.MKTP.CD,545147614972.141
SWE,2023,SP.POP.TOTL,10536632.0
SWE,2022,SP.POP.TOTL,10486941.0
SWE,2021,SP.POP.TOTL,10415811.0
SWE,2020,SP.POP.TOTL,10353442.0
SWZ,2023,NY.GDP.MKTP.CD,4442875788.08505
SWZ,2022,NY.GDP.MKTP.CD,4695372785.0814
SWZ,2021,NY.GDP.MKTP.CD,4737671576.32851
SWZ,2020,NY.GDP.MKTP.CD,4105756862.55271
SWZ,2023,SP.POP.TOTL,1230506.0
SWZ,2022,SP.POP.TOTL,1218917.0
SWZ,2021,SP.POP.TOTL,1206593.0
SWZ,2020,SP.POP.TOTL,1192729.0
SXM,2023,NY.GDP.MKTP.CD,1627776949.27374
SXM,2022,NY.GDP.MKTP.CD,1537088715.0838
SXM,2021,NY.GDP.MKTP.CD,1353071061.45251
SXM,2020,NY.GDP.MKTP.CD,1236428100.55866
SXM,2023,SP.POP.TOTL,42749.0
SXM,2022,SP.POP.TOTL,42139.0
SXM,2021,SP.POP.TOTL,41571.0
SXM,2020,SP.POP.TOTL,41008.0
SYC,2023,NY.GDP.MKTP.CD,2141450171.13932
SYC,2022,NY.GDP.MKTP.CD,2057968519.83091
SYC,2021,NY.GDP.MKTP.CD,1487173794.80528
SYC,2020,NY.GDP.MKTP.CD,1382551751.56908
SYC,2023,SP.POP.TOTL,119773.0
SYC,2022,SP.POP.TOTL,119878.0
SYC,2021,SP.POP.TOTL,99258.0
SYC,2020,SP.POP.TOTL,98462.0
SYR,2022,NY.GDP.MKTP.CD,23622827079.5047
SYR,2021,NY.GDP.MKTP.CD,14353205678.4991
SYR,2020,NY.GDP.MKTP.CD,12047752036.091
SYR,2023,SP.POP.TOTL,23594623.0
SYR,2022,SP.POP.TOTL,22462173.0
SYR,2021,SP.POP.TOTL,21628839.0
SYR,2020,SP.POP.TOTL,21049429.0
TCA,2023,NY.GDP.MKTP.CD,1402054390.94734
TCA,2022,NY.GDP.MKTP.CD,1228794382.95121
TCA,2021,NY.GDP.MKTP.CD,1045782453.5755
TCA,2020,NY.GDP.MKTP.CD,774653669.315186
TCA,2023,SP.POP.TOTL,46198.0
TCA,2022,SP.POP.TOTL,45847.0
TCA,2021,SP.POP.TOTL,45243.0
TCA,2020,SP.POP.TOTL,44386.0
TCD,2023,NY.GDP.MKTP.CD,13149325362.3347
TCD,2022,NY.GDP.MKTP.CD,12396807588.4082
TCD,2021,NY.GDP.MKTP.CD,11779981332.8631
TCD,2020,NY.GDP.MKTP.CD,10715396042.3343
TCD,2023,SP.POP.TOTL,19319064.0
TCD,2022,SP.POP.TOTL,18455316.0
TCD,2021,SP.POP.TOTL,17828273.0
TCD,2020,SP.POP.TOTL,17224679.0
TGO,2023,NY.GDP.MKTP.CD,9171261837.57103
TGO,2022,NY.GDP.MKTP.CD,8169476148.95692
TGO,2021,NY.GDP.MKTP.CD,8342243645.94438
TGO,2020,NY.GDP.MKTP.CD,7400284167.78479
TGO,2023,SP.POP.TOTL,9304337.0
TGO,2022,SP.POP.TOTL,9089738.0
TGO,2021,SP.POP.TOTL,8878379.0
TGO,2020,SP.POP.TOTL,8669720.0
THA,2023,NY.GDP.MKTP.CD,514968699239.005
THA,2022,NY.GDP.MKTP.CD,495645210972.751
THA,2021,NY.GDP.MKTP.CD,506256494297.34
THA,2020,NY.GDP.MKTP.CD,500461898480.246
THA,2023,SP.POP.TOTL,71702435.0
THA,2022,SP.POP.TOTL,71735329.0
THA,2021,SP.POP.TOTL,71727332.0
THA,2020,SP.POP.TOTL,71641484.0
TJK,2023,NY.GDP.MKTP.CD,12060602008.8478
TJK,2022,NY.GDP.MKTP.CD,10713525200.3998
TJK,2021,NY.GDP.MKTP.CD,8937805347.13963
TJK,2020,NY.GDP.MKTP.CD,8133963550.65742
TJK,2023,SP.POP.TOTL,10389799.0
TJK,2022,SP.POP.TOTL,10182222.0
TJK,2021,SP.POP.TOTL,9966908.0
TJK,2020,SP.POP.TOTL,9749310.0
TKM,2023,NY.GDP.MKTP.CD,60628857142.8571
TKM,2022,NY.GDP.MKTP.CD,58972000000.0
TKM,2021,NY.GDP.MKTP.CD,50007428571.4286
TKM,2020,NY.GDP.MKTP.CD,45818000000.0
TKM,2023,SP.POP.TOTL,7364438.0
TKM,2022,SP.POP.TOTL,7230193.0
TKM,2021,SP.POP.TOTL,7092043.0
TKM,2020,SP.POP.TOTL,6949912.0
TLS,2023,NY.GDP.MKTP.CD,2079916900.0
TLS,2022,NY.GDP.MKTP.CD,3208594000.0
TLS,2021,NY.GDP.MKTP.CD,3624889700.0
TLS,2020,NY.GDP.MKTP.CD,2162619200.0
TLS,2023,SP.POP.TOTL,1384286.0
TLS,2022,SP.POP.TOTL,1369295.0
TLS,2021,SP.POP.TOTL,1350139.0
TLS,2020,SP.POP.TOTL,1326053.0
TON,2022,NY.GDP.MKTP.CD,518180042.241509
TON,2021,NY.GDP.MKTP.CD,518228012.09129
TON,2020,NY.GDP.MKTP.CD,496856295.76752
TON,2023,SP.POP.TOTL,104597.0
TON,2022,SP.POP.TOTL,105042.0
TON,2021,SP.POP.TOTL,105490.0
TON,2020,SP.POP.TOTL,105704.0
TTO,2023,NY.GDP.MKTP.CD,27372285697.9477
TTO,2022,NY.GDP.MKTP.CD,30053446092.0128
TTO,2021,NY.GDP.MKTP.CD,24496397204.7176
TTO,2020,NY.GDP.MKTP.CD,20807716174.0546
TTO,2023,SP.POP.TOTL,1367510.0
TTO,2022,SP.POP.TOTL,1365805.0
TTO,2021,SP.POP.TOTL,1367558.0
TTO,2020,SP.POP.TOTL,1366725.0
TUN,2023,NY.GDP.MKTP.CD,48529595416.6533
TUN,2022,NY.GDP.MKTP.CD,44579761022.8993
TUN,2021,NY.GDP.MKTP.CD,46812290143.344
TUN,2020,NY.GDP.MKTP.CD,42491780918.361
TUN,2023,SP.POP.TOTL,12200431.0
TUN,2022,SP.POP.TOTL,12119334.0
TUN,2021,SP.POP.TOTL,12048622.0
TUN,2020,SP.POP.TOTL,11974057.0
TUR,2023,NY.GDP.MKTP.CD,1118252964260.77
TUR,2022,NY.GDP.MKTP.CD,907118434653.505
TUR,2021,NY.GDP.MKTP.CD,819865223976.115
TUR,2020,NY.GDP.MKTP.CD,720338490327.248
TUR,2023,SP.POP.TOTL,85325965.0
TUR,2022,SP.POP.TOTL,84979913.0
TUR,2021,SP.POP.TOTL,84147318.0
TUR,2020,SP.POP.TOTL,83384680.0
TUV,2023,NY.GDP.MKTP.CD,62280311.5852172
TUV,2022,NY.GDP.MKTP.CD,59065982.0873657
TUV,2021,NY.GDP.MKTP.CD,60196405.7138393
TUV,2020,NY.GDP.MKTP.CD,51746594.3148543
TUV,2023,SP.POP.TOTL,9816.0
TUV,2022,SP.POP.TOTL,9992.0
TUV,2021,SP.POP.TOTL,10194.0
TUV,2020,SP.POP.TOTL,10399.0
TZA,2023,NY.GDP.MKTP.CD,79062403820.892
TZA,2022,NY.GDP.MKTP.CD,75769974505.0106
TZA,2021,NY.GDP.MKTP.CD,70655628147.8986
TZA,2020,NY.GDP.MKTP.CD,66068737786.0639
TZA,2023,SP.POP.TOTL,66617606.0
TZA,2022,SP.POP.TOTL,64711821.0
TZA,2021,SP.POP.TOTL,62830412.0
TZA,2020,SP.POP.TOTL,60972798.0
UGA,2023,NY.GDP.MKTP.CD,48768955863.3175
